Tiempo (mseg)	Length  Destinos
20773691	62	2181721757
20775000	57	202105117161
20775000	62	202105117161
20775791	57	193205213188
20776015	62	202105117161
20776376	57	1301929144
20780029	85	2181721757
20780029	85	2181721757
20780029	82	193205213188
20780751	259	202196168113
20780751	259	137194214152
20780751	259	17216145113
20780751	259	137194214154
20780751	259	192168441
20783515	62	1219231214
20785351	62	1219231214
20785439	62	2181722849
20785605	57	193205213188
20786435	62	61144209107
20790029	84	1219231214
20790595	129	61144253211
20790605	259	202115153145
20790605	259	192168881
20790605	259	1942916948
20790605	259	22216654223
20790605	259	15157618
20791689	61	61144253211
20791689	55	61144253211
20794980	62	2181721757
20795859	57	202105117161
20796240	60	61144209107
20800019	85	2181721757
20803486	62	2181721757
20804023	58	202105117161
20804042	58	202105117161
20804062	63	202105117161
20804082	62	2181722849
20807001	259	6592203150
20807001	259	61175236190
20807001	259	61175236190
20807558	60	61144209107
20810048	83	61144209107
20810048	85	2181721757
20810048	84	2181722849
20813251	62	2181721757
20816650	62	1231121779
20816865	259	17216888
20816865	259	192168048
20817304	62	61144209107
20820068	131	61144209107
20820068	133	61144209107
20820068	155	2181721757
20820078	133	2181721757
20820078	135	1231121779
20820078	135	202105117161
20820078	132	1219231214
20820078	132	2181722849
20820078	130	1301929144
20820078	130	193205213188
20820078	130	202105117161
20820087	132	61144253211
20820087	129	61144253211
20823994	124	2181721757
20824531	62	2181721757
20824902	63	2181722849
20824980	189	2181722849
20825078	57	193205213188
20825615	252	2181722849
20825751	63	2181722849
20825927	441	2181722849
20825927	57	202105117161
20826376	63	2181722849
20826542	441	2181722849
20826767	57	1301929144
20826943	82	202105117161
20826992	63	2181722849
20827021	63	2181722849
20827167	378	2181722849
20827626	63	2181722849
20827783	259	1942916947
20827792	259	1942916949
20827792	259	1942916945
20827792	259	8222492189
20827792	259	1942916950
20830029	85	2181721757
20830039	259	1301929144
20830039	259	192168811
20831513	55	1301929144
20831513	111	1301929144
20831552	63	2181722849
20831718	63	2181722849
20832167	126	2181722849
20832382	63	2181722849
20832470	252	2181722849
20832763	63	2181722849
20832783	63	2181722849
20832832	55	1301929144
20832832	83	1301929144
20833261	188	2181722849
20833437	63	202105117161
20833789	126	202105117161
20833935	63	202105117161
20833984	55	1301929144
20833984	72	1301929144
20834042	63	202105117161
20834238	126	202105117161
20834746	62	2181721757
20835283	55	1301929144
20837636	259	202196168113
20837636	259	137194214152
20837636	259	17216145113
20837636	259	137194214154
20837636	259	192168441
20838447	60	61144209107
20840068	85	2181721757
20840068	84	2181722849
20840068	259	1921682221
20840068	259	19320521332
20840849	61	61144253211
20840878	56	61144253211
20843701	62	2181721757
20845634	62	1219231214
20845908	62	202105117161
20846376	60	61144209107
20847470	259	202115153145
20847470	259	192168881
20847470	259	1942916948
20847480	259	22216654223
20847480	259	15157618
20850048	85	2181721757
20850058	259	8223122266
20850058	259	8223122266
20850058	259	8223122266
20850058	259	1942916944
20850058	259	1942916943
20850068	259	60171188
20853906	62	2181721757
20854335	62	2181722849
20854599	62	1219231214
20860078	83	61144209107
20860078	85	2181721757
20860078	84	2181722849
20860078	259	219101991
20860078	259	2019584154
20860078	259	17216133218
20860078	259	61185209234
20860078	259	137194164233
20863427	62	2181721757
20866992	62	1231121779
20870087	131	61144209107
20870087	133	61144209107
20870087	133	2181721757
20870087	133	2181721757
20870087	135	1231121779
20870087	135	202105117161
20870087	154	1219231214
20870087	132	2181722849
20870087	130	1301929144
20870087	130	193205213188
20870087	152	202105117161
20870087	154	61144253211
20870087	130	61144253211
20870087	129	1301929144
20870087	259	192168811
20873505	55	2019584154
20873613	62	2181721757
20873652	62	2181721757
20874853	62	2181721757
20874990	55	1301929144
20875283	57	193205213188
20875917	57	1301929144
20877001	57	202105117161
20877011	62	202105117161
20880029	83	61144209107
20880029	85	2181721757
20880029	85	2181721757
20880039	82	193205213188
20880039	259	1921682221
20880039	259	19320521332
20884091	62	1219231214
20885126	57	193205213188
20887460	60	61144209107
20890039	135	202105117161
20890039	130	61144253211
20890039	259	8223122266
20890039	259	8223122266
20890039	259	8223122266
20890039	259	1942916944
20890039	259	1942916943
20890039	259	60171188
20891035	61	61144253211
20891064	57	61144253211
20894423	62	2181721757
20894521	62	61144209107
20897744	60	61144209107
20900019	85	2181721757
20900263	53	22123346115
20900263	102	22123346115
20901064	259	219101991
20901064	259	17216133218
20901064	259	61185209234
20901064	259	137194164233
20904062	62	2181721757
20904707	62	2181722849
20906064	62	1219231214
20910048	85	2181721757
20910048	84	1219231214
20913095	54	22123346115
20913095	115	22123346115
20913271	315	202105117161
20913759	62	61144253211
20913759	62	2181721757
20913896	310	61144253211
20914199	63	202105117161
20914199	124	61144253211
20914394	441	202105117161
20914404	62	61144253211
20914501	248	61144253211
20914873	248	61144253211
20914970	248	61144253211
20915068	126	202105117161
20915283	126	202105117161
20915283	186	61144253211
20915527	62	61144253211
20915605	186	61144253211
20916376	248	61144253211
20917470	62	1231121779
20917949	62	61144253211
20918154	372	61144253211
20918496	124	61144253211
20918925	310	61144253211
20919667	61	61144253211
20920058	131	61144209107
20920058	133	61144209107
20920058	133	2181721757
20920058	133	2181721757
20920058	135	1231121779
20920058	135	202105117161
20920058	132	1219231214
20920058	132	2181722849
20920058	130	1301929144
20920058	130	193205213188
20920068	130	202105117161
20920068	132	61144253211
20920068	84	61144253211
20920068	130	61144253211
20920068	129	1301929144
20923642	62	2181721757
20923642	62	2181721757
20925351	57	1301929144
20925380	56	1301929144
20925410	62	1219231214
20925429	62	2181722849
20925644	57	193205213188
20927324	259	192168811
20930058	85	2181721757
20930058	82	1301929144
20933330	62	1219231214
20936054	57	202105117161
20937167	60	61144209107
20937167	259	1921682221
20937167	259	19320521332
20937177	115	22123346115
20940039	135	202105117161
20940039	132	1219231214
20940039	84	1219231214
20941435	61	61144253211
20941435	57	61144253211
20944228	62	2181721757
20944853	62	2181721757
20947031	259	8223122266
20947041	259	8223122266
20947041	259	8223122266
20947041	259	1942916944
20947041	259	1942916943
20947041	259	60171188
20949960	86	22123346115
20950048	85	2181721757
20950048	85	2181721757
20950048	87	202105117161
20950058	55	22123346115
20953876	62	2181722849
20957939	259	219101991
20957939	259	17216133218
20957939	259	61185209234
20957949	259	137194164233
20963945	62	2181721757
20963945	62	2181721757
20965419	62	1219231214
20967656	60	61144209107
20968437	62	1231121779
20970068	153	61144209107
20970078	133	61144209107
20970078	133	2181721757
20970078	155	2181721757
20970078	135	1231121779
20970078	135	202105117161
20970078	154	1219231214
20970078	132	2181722849
20970078	130	1301929144
20970078	130	193205213188
20970087	130	202105117161
20970087	132	61144253211
20970087	130	61144253211
20970087	130	1301929144
20973261	86	22123346115
20974404	62	2181721757
20974404	62	2181721757
20974580	62	202105117161
20975048	57	193205213188
20975615	57	1301929144
20976533	57	1301929144
20978720	57	1301929144
20980029	85	2181721757
20983632	62	1219231214
20985234	62	1219231214
20985283	62	2181721757
20985908	55	22123346115
20985908	75	22123346115
20987246	60	61144209107
20987470	62	61144209107
20990058	83	61144209107
20990058	85	2181721757
20990058	87	202105117161
20990068	84	1219231214
20990683	61	61144253211
20990722	57	61144253211
20993789	62	2181721757
20994033	62	61144209107
20996181	57	202105117161
20996201	62	202105117161
20998427	60	61144209107
21003496	62	2181721757
21004189	62	2181722849
21004394	55	22123346115
21010048	83	61144209107
21010048	85	2181721757
21010048	84	1219231214
21010048	84	2181722849
21015400	62	1219231214
21016816	62	1231121779
21020058	130	61144209107
21020058	132	61144209107
21020058	132	2181721757
21020058	154	2181721757
21020058	134	1231121779
21020058	134	202105117161
21020058	131	1219231214
21020058	131	2181722849
21020058	129	1301929144
21020058	129	193205213188
21020058	129	202105117161
21020058	131	61144253211
21020068	129	61144253211
21020068	129	1301929144
21020068	126	22123346115
21023417	62	2181721757
21023417	62	2181721757
21023564	62	2181721757
21024960	62	2181722849
21025146	57	193205213188
21026181	57	202105117161
21026181	62	202105117161
21026865	57	1301929144
21026875	57	1301929144
21030039	85	2181721757
21030039	82	1301929144
21030800	62	1231121779
21034003	62	1219231214
21034853	62	2181721757
21035761	62	61144209107
21037519	60	61144209107
21037646	57	1301929144
21040068	1089	1231121779
21040078	1089	1231121779
21040078	1089	1231121779
21040078	1089	1231121779
21040078	1089	1231121779
21040078	1089	1231121779
21040078	1089	1231121779
21040078	1089	1231121779
21040078	130	61144209107
21040078	83	61144209107
21040087	85	2181721757
21040087	134	202105117161
21040087	84	1219231214
21040136	1089	1231121779
21040136	1089	1231121779
21040136	1089	1231121779
21040136	1089	1231121779
21040136	1089	1231121779
21040136	1089	1231121779
21040136	1089	1231121779
21040146	1089	1231121779
21040761	1089	1231121779
21040761	1089	1231121779
21040761	1089	1231121779
21040761	1089	1231121779
21040761	1089	1231121779
21040761	1089	1231121779
21040761	1089	1231121779
21040771	1089	1231121779
21040927	61	61144253211
21040957	57	61144253211
21041386	1089	1231121779
21041386	1089	1231121779
21041386	1089	1231121779
21041386	1089	1231121779
21041386	1089	1231121779
21041386	1089	1231121779
21041396	1089	1231121779
21041396	1089	1231121779
21043261	126	22123346115
21043828	62	2181721757
21045341	1089	1231121779
21045820	1089	1231121779
21045820	1089	1231121779
21046318	1089	1231121779
21046640	55	22122525199
21046640	76	22122525199
21046933	1089	1231121779
21047246	1089	1231121779
21047636	1089	1231121779
21048027	1089	1231121779
21048818	1089	1231121779
21049414	1089	1231121779
21049580	1089	1231121779
21050156	1089	1231121779
21050820	1089	1231121779
21050820	1089	1231121779
21051201	233	1231121779
21053378	63	2181721757
21053408	63	2181721757
21053583	378	2181721757
21053740	63	2181721757
21053886	378	2181721757
21054033	315	2181721757
21054208	252	2181721757
21054384	63	2181721757
21054511	378	2181721757
21054531	62	2181722849
21055283	63	2181721757
21056396	62	1219231214
21060019	85	2181721757
21060019	84	1219231214
21060751	83	61144209107
21066484	62	1231121779
21068212	63	2181721757
21068271	63	2181721757
21068408	62	202105117161
21068574	378	2181721757
21068730	126	2181721757
21069501	314	2181721757
21070048	130	61144209107
21070048	132	61144209107
21070058	132	2181721757
21070058	132	2181721757
21070058	85	2181721757
21070058	134	1231121779
21070058	134	202105117161
21070058	131	1219231214
21070058	131	2181722849
21070058	129	1301929144
21070068	129	193205213188
21070068	129	202105117161
21070068	131	61144253211
21070068	129	61144253211
21070068	129	1301929144
21070068	126	22123346115
21070136	62	1231121779
21073564	62	2181721757
21073564	62	2181721757
21073876	62	2181721757
21074472	57	202105117161
21074970	57	202105117161
21075126	57	1301929144
21075195	57	1301929144
21075488	57	193205213188
21075654	62	1219231214
21077158	126	22123346115
21080068	85	2181721757
21080068	85	2181721757
21080068	84	1219231214
21083242	62	1219231214
21084013	57	61144253211
21087001	62	61144209107
21089980	1084	61144253211
21089980	1084	61144253211
21089990	1084	61144253211
21089990	1084	61144253211
21089990	1084	61144253211
21089990	1084	61144253211
21089990	1084	61144253211
21089990	1084	61144253211
21090136	1084	61144253211
21090146	1084	61144253211
21090146	1084	61144253211
21090146	1084	61144253211
21090146	1084	61144253211
21090146	1084	61144253211
21090146	1084	61144253211
21090146	1084	61144253211
21090761	1084	61144253211
21090761	1084	61144253211
21090761	1084	61144253211
21090761	1084	61144253211
21090761	1084	61144253211
21090761	1084	61144253211
21090761	1084	61144253211
21090771	1084	61144253211
21091210	61	61144253211
21091250	57	61144253211
21091376	1084	61144253211
21091376	1084	61144253211
21091376	1084	61144253211
21091376	1084	61144253211
21091386	1084	61144253211
21091386	1084	61144253211
21091386	1084	61144253211
21091386	1084	61144253211
21093564	126	22123346115
21096113	62	1219231214
21096259	57	202105117161
21096259	62	202105117161
21096855	60	61144209107
21099140	1084	61144253211
21099570	1084	61144253211
21100039	87	202105117161
21100048	84	1219231214
21100048	82	202105117161
21100976	1084	61144253211
21101279	1084	61144253211
21101679	1084	61144253211
21102451	1084	61144253211
21102890	1084	61144253211
21103906	62	1219231214
21103925	1084	61144253211
21104277	62	2181721757
21104697	1084	61144253211
21104697	1084	61144253211
21104882	62	2181722849
21105869	1084	61144253211
21105869	1084	61144253211
21106533	1084	61144253211
21106728	1084	61144253211
21107060	193	61144253211
21110488	1084	61144253211
21110488	1084	61144253211
21110488	1084	61144253211
21111074	1084	61144253211
21111074	1084	61144253211
21111074	1084	61144253211
21112138	1084	61144253211
21112138	1084	61144253211
21114023	62	2181721757
21117343	62	1219231214
21117626	62	1231121779
21118720	60	61144209107
21119814	1084	61144253211
21119824	1084	61144253211
21120039	131	61144209107
21120039	133	61144209107
21120039	133	2181721757
21120039	155	2181721757
21120039	135	1231121779
21120039	135	202105117161
21120039	132	1219231214
21120039	132	2181722849
21120039	130	1301929144
21120039	130	193205213188
21120039	130	202105117161
21120039	132	61144253211
21120039	130	61144253211
21120039	130	1301929144
21120039	128	22123346115
21123623	62	2181721757
21123623	62	2181721757
21124189	126	22123346115
21125458	57	1301929144
21125576	62	2181722849
21125722	62	1219231214
21125761	57	193205213188
21126171	1084	61144253211
21126396	57	1301929144
21127470	62	202105117161
21127470	57	202105117161
21127470	1084	61144253211
21127470	126	22123346115
21130029	83	61144209107
21130029	85	2181721757
21130029	84	1219231214
21138134	62	61144209107
21139501	1084	61144253211
